,alpha,mass,folder_path,model_name
568,1.3,13.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_13.8,stir2_14may19_s13.8_alpha1.3
569,1.3,13.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_13.9,stir2_14may19_s13.9_alpha1.3
570,1.3,14.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_14.0,stir2_14may19_s14.0_alpha1.3
571,1.3,14.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_14.1,stir2_14may19_s14.1_alpha1.3
572,1.3,14.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_14.2,stir2_14may19_s14.2_alpha1.3
573,1.3,14.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_14.3,stir2_14may19_s14.3_alpha1.3
574,1.3,14.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_14.4,stir2_14may19_s14.4_alpha1.3
575,1.3,14.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_14.5,stir2_14may19_s14.5_alpha1.3
576,1.3,14.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_14.6,stir2_14may19_s14.6_alpha1.3
577,1.3,14.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_14.7,stir2_14may19_s14.7_alpha1.3
578,1.3,14.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_14.8,stir2_14may19_s14.8_alpha1.3
579,1.3,14.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_14.9,stir2_14may19_s14.9_alpha1.3
580,1.3,15.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_15.0,stir2_14may19_s15.0_alpha1.3
581,1.3,15.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_15.1,stir2_14may19_s15.1_alpha1.3
582,1.3,15.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_15.2,stir2_14may19_s15.2_alpha1.3
583,1.3,15.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_15.3,stir2_14may19_s15.3_alpha1.3
584,1.3,15.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_15.4,stir2_14may19_s15.4_alpha1.3
585,1.3,15.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_15.5,stir2_14may19_s15.5_alpha1.3
586,1.3,15.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_15.6,stir2_14may19_s15.6_alpha1.3
587,1.3,15.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_15.7,stir2_14may19_s15.7_alpha1.3
588,1.3,15.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_15.8,stir2_14may19_s15.8_alpha1.3
589,1.3,15.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_15.9,stir2_14may19_s15.9_alpha1.3
590,1.3,16.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_16.0,stir2_14may19_s16.0_alpha1.3
591,1.3,16.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_16.1,stir2_14may19_s16.1_alpha1.3
592,1.3,16.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_16.2,stir2_14may19_s16.2_alpha1.3
593,1.3,16.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_16.3,stir2_14may19_s16.3_alpha1.3
594,1.3,16.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_16.4,stir2_14may19_s16.4_alpha1.3
595,1.3,16.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_16.5,stir2_14may19_s16.5_alpha1.3
596,1.3,16.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_16.6,stir2_14may19_s16.6_alpha1.3
597,1.3,16.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_16.7,stir2_14may19_s16.7_alpha1.3
598,1.3,16.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_16.8,stir2_14may19_s16.8_alpha1.3
599,1.3,16.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_16.9,stir2_14may19_s16.9_alpha1.3
600,1.3,17.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_17.0,stir2_14may19_s17.0_alpha1.3
601,1.3,17.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_17.1,stir2_14may19_s17.1_alpha1.3
602,1.3,17.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_17.2,stir2_14may19_s17.2_alpha1.3
603,1.3,17.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_17.3,stir2_14may19_s17.3_alpha1.3
604,1.3,17.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_17.4,stir2_14may19_s17.4_alpha1.3
605,1.3,17.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_17.5,stir2_14may19_s17.5_alpha1.3
606,1.3,17.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_17.6,stir2_14may19_s17.6_alpha1.3
607,1.3,17.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_17.7,stir2_14may19_s17.7_alpha1.3
608,1.3,17.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_17.8,stir2_14may19_s17.8_alpha1.3
609,1.3,17.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_17.9,stir2_14may19_s17.9_alpha1.3
610,1.3,18.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_18.0,stir2_14may19_s18.0_alpha1.3
611,1.3,18.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_18.1,stir2_14may19_s18.1_alpha1.3
612,1.3,18.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_18.2,stir2_14may19_s18.2_alpha1.3
613,1.3,18.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_18.3,stir2_14may19_s18.3_alpha1.3
614,1.3,18.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_18.4,stir2_14may19_s18.4_alpha1.3
615,1.3,18.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_18.5,stir2_14may19_s18.5_alpha1.3
616,1.3,18.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_18.6,stir2_14may19_s18.6_alpha1.3
617,1.3,18.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_18.7,stir2_14may19_s18.7_alpha1.3
618,1.3,18.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_18.8,stir2_14may19_s18.8_alpha1.3
619,1.3,18.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_18.9,stir2_14may19_s18.9_alpha1.3
620,1.3,19.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_19.0,stir2_14may19_s19.0_alpha1.3
621,1.3,19.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_19.1,stir2_14may19_s19.1_alpha1.3
622,1.3,19.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_19.2,stir2_14may19_s19.2_alpha1.3
623,1.3,19.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_19.3,stir2_14may19_s19.3_alpha1.3
624,1.3,19.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_19.4,stir2_14may19_s19.4_alpha1.3
625,1.3,19.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_19.5,stir2_14may19_s19.5_alpha1.3
626,1.3,19.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_19.6,stir2_14may19_s19.6_alpha1.3
627,1.3,19.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_19.7,stir2_14may19_s19.7_alpha1.3
628,1.3,19.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_19.8,stir2_14may19_s19.8_alpha1.3
629,1.3,19.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_19.9,stir2_14may19_s19.9_alpha1.3
630,1.3,20.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_20.0,stir2_14may19_s20.0_alpha1.3
631,1.3,20.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_20.1,stir2_14may19_s20.1_alpha1.3
632,1.3,20.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_20.2,stir2_14may19_s20.2_alpha1.3
633,1.3,20.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_20.3,stir2_14may19_s20.3_alpha1.3
634,1.3,20.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_20.4,stir2_14may19_s20.4_alpha1.3
635,1.3,20.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_20.5,stir2_14may19_s20.5_alpha1.3
636,1.3,20.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_20.6,stir2_14may19_s20.6_alpha1.3
637,1.3,20.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_20.7,stir2_14may19_s20.7_alpha1.3
638,1.3,20.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_20.8,stir2_14may19_s20.8_alpha1.3
639,1.3,20.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_20.9,stir2_14may19_s20.9_alpha1.3
640,1.3,21.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_21.0,stir2_14may19_s21.0_alpha1.3
641,1.3,21.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_21.1,stir2_14may19_s21.1_alpha1.3
642,1.3,21.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_21.2,stir2_14may19_s21.2_alpha1.3
643,1.3,21.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_21.3,stir2_14may19_s21.3_alpha1.3
644,1.3,21.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_21.4,stir2_14may19_s21.4_alpha1.3
645,1.3,21.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_21.5,stir2_14may19_s21.5_alpha1.3
646,1.3,21.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_21.6,stir2_14may19_s21.6_alpha1.3
647,1.3,21.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_21.7,stir2_14may19_s21.7_alpha1.3
648,1.3,21.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_21.8,stir2_14may19_s21.8_alpha1.3
649,1.3,21.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_21.9,stir2_14may19_s21.9_alpha1.3
650,1.3,22.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_22.0,stir2_14may19_s22.0_alpha1.3
651,1.3,22.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_22.1,stir2_14may19_s22.1_alpha1.3
652,1.3,22.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_22.2,stir2_14may19_s22.2_alpha1.3
653,1.3,22.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_22.3,stir2_14may19_s22.3_alpha1.3
654,1.3,22.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_22.4,stir2_14may19_s22.4_alpha1.3
655,1.3,22.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_22.5,stir2_14may19_s22.5_alpha1.3
656,1.3,22.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_22.6,stir2_14may19_s22.6_alpha1.3
657,1.3,22.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_22.7,stir2_14may19_s22.7_alpha1.3
658,1.3,22.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_22.8,stir2_14may19_s22.8_alpha1.3
659,1.3,22.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_22.9,stir2_14may19_s22.9_alpha1.3
660,1.3,23.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_23.0,stir2_14may19_s23.0_alpha1.3
661,1.3,23.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_23.1,stir2_14may19_s23.1_alpha1.3
662,1.3,23.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_23.2,stir2_14may19_s23.2_alpha1.3
663,1.3,23.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_23.3,stir2_14may19_s23.3_alpha1.3
664,1.3,23.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_23.4,stir2_14may19_s23.4_alpha1.3
665,1.3,23.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_23.5,stir2_14may19_s23.5_alpha1.3
666,1.3,23.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_23.6,stir2_14may19_s23.6_alpha1.3
667,1.3,23.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_23.7,stir2_14may19_s23.7_alpha1.3
668,1.3,23.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_23.8,stir2_14may19_s23.8_alpha1.3
669,1.3,23.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_23.9,stir2_14may19_s23.9_alpha1.3
670,1.3,24.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_24.0,stir2_14may19_s24.0_alpha1.3
671,1.3,24.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_24.1,stir2_14may19_s24.1_alpha1.3
672,1.3,24.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_24.2,stir2_14may19_s24.2_alpha1.3
673,1.3,24.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_24.3,stir2_14may19_s24.3_alpha1.3
674,1.3,24.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_24.4,stir2_14may19_s24.4_alpha1.3
675,1.3,24.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_24.5,stir2_14may19_s24.5_alpha1.3
676,1.3,24.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_24.6,stir2_14may19_s24.6_alpha1.3
677,1.3,24.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_24.7,stir2_14may19_s24.7_alpha1.3
678,1.3,24.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_24.8,stir2_14may19_s24.8_alpha1.3
679,1.3,24.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_24.9,stir2_14may19_s24.9_alpha1.3
680,1.3,25.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_25.0,stir2_14may19_s25.0_alpha1.3
681,1.3,25.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_25.1,stir2_14may19_s25.1_alpha1.3
682,1.3,25.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_25.2,stir2_14may19_s25.2_alpha1.3
683,1.3,25.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_25.3,stir2_14may19_s25.3_alpha1.3
684,1.3,25.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_25.4,stir2_14may19_s25.4_alpha1.3
685,1.3,25.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_25.5,stir2_14may19_s25.5_alpha1.3
686,1.3,25.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_25.6,stir2_14may19_s25.6_alpha1.3
687,1.3,25.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_25.7,stir2_14may19_s25.7_alpha1.3
688,1.3,25.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_25.8,stir2_14may19_s25.8_alpha1.3
689,1.3,25.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_25.9,stir2_14may19_s25.9_alpha1.3
690,1.3,26.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_26.0,stir2_14may19_s26.0_alpha1.3
691,1.3,26.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_26.1,stir2_14may19_s26.1_alpha1.3
692,1.3,26.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_26.2,stir2_14may19_s26.2_alpha1.3
693,1.3,26.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_26.3,stir2_14may19_s26.3_alpha1.3
694,1.3,26.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_26.4,stir2_14may19_s26.4_alpha1.3
695,1.3,26.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_26.5,stir2_14may19_s26.5_alpha1.3
696,1.3,26.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_26.6,stir2_14may19_s26.6_alpha1.3
697,1.3,26.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_26.7,stir2_14may19_s26.7_alpha1.3
698,1.3,26.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_26.8,stir2_14may19_s26.8_alpha1.3
699,1.3,26.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_26.9,stir2_14may19_s26.9_alpha1.3
700,1.3,27.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_27.0,stir2_14may19_s27.0_alpha1.3
701,1.3,27.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_27.1,stir2_14may19_s27.1_alpha1.3
702,1.3,27.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_27.2,stir2_14may19_s27.2_alpha1.3
703,1.3,27.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_27.3,stir2_14may19_s27.3_alpha1.3
704,1.3,27.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_27.4,stir2_14may19_s27.4_alpha1.3
705,1.3,27.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_27.5,stir2_14may19_s27.5_alpha1.3
706,1.3,27.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_27.6,stir2_14may19_s27.6_alpha1.3
707,1.3,27.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_27.7,stir2_14may19_s27.7_alpha1.3
708,1.3,27.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_27.8,stir2_14may19_s27.8_alpha1.3
709,1.3,27.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_27.9,stir2_14may19_s27.9_alpha1.3
710,1.3,28.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_28.0,stir2_14may19_s28.0_alpha1.3
711,1.3,28.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_28.1,stir2_14may19_s28.1_alpha1.3
712,1.3,28.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_28.2,stir2_14may19_s28.2_alpha1.3
713,1.3,28.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_28.3,stir2_14may19_s28.3_alpha1.3
714,1.3,28.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_28.4,stir2_14may19_s28.4_alpha1.3
715,1.3,28.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_28.5,stir2_14may19_s28.5_alpha1.3
716,1.3,28.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_28.6,stir2_14may19_s28.6_alpha1.3
717,1.3,28.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_28.7,stir2_14may19_s28.7_alpha1.3
718,1.3,28.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_28.8,stir2_14may19_s28.8_alpha1.3
719,1.3,28.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_28.9,stir2_14may19_s28.9_alpha1.3
720,1.3,29.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_29.0,stir2_14may19_s29.0_alpha1.3
721,1.3,29.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_29.1,stir2_14may19_s29.1_alpha1.3
722,1.3,29.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_29.2,stir2_14may19_s29.2_alpha1.3
723,1.3,29.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_29.3,stir2_14may19_s29.3_alpha1.3
724,1.3,29.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_29.4,stir2_14may19_s29.4_alpha1.3
725,1.3,29.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_29.5,stir2_14may19_s29.5_alpha1.3
726,1.3,29.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_29.6,stir2_14may19_s29.6_alpha1.3
727,1.3,29.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_29.7,stir2_14may19_s29.7_alpha1.3
728,1.3,29.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_29.8,stir2_14may19_s29.8_alpha1.3
729,1.3,29.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_29.9,stir2_14may19_s29.9_alpha1.3
730,1.3,30.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_30.0,stir2_14may19_s30.0_alpha1.3
731,1.3,31,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_31,stir2_14may19_s31_alpha1.3
732,1.3,32,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_32,stir2_14may19_s32_alpha1.3
733,1.3,33,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_33,stir2_14may19_s33_alpha1.3
734,1.3,35,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_35,stir2_14may19_s35_alpha1.3
735,1.3,40,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_40,stir2_14may19_s40_alpha1.3
736,1.3,45,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_45,stir2_14may19_s45_alpha1.3
737,1.3,50,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_50,stir2_14may19_s50_alpha1.3
738,1.3,55,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_55,stir2_14may19_s55_alpha1.3
739,1.3,60,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_60,stir2_14may19_s60_alpha1.3
740,1.3,70,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_70,stir2_14may19_s70_alpha1.3
741,1.3,80,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_80,stir2_14may19_s80_alpha1.3
742,1.3,100,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_100,stir2_14may19_s100_alpha1.3
743,1.3,120,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_120,stir2_14may19_s120_alpha1.3
744,1.4,9.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_9.0,stir2_14may19_s9.0_alpha1.4
745,1.4,9.25,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_9.25,stir2_14may19_s9.25_alpha1.4
746,1.4,9.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_9.5,stir2_14may19_s9.5_alpha1.4
747,1.4,9.75,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_9.75,stir2_14may19_s9.75_alpha1.4
748,1.4,10.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_10.0,stir2_14may19_s10.0_alpha1.4
749,1.4,10.25,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_10.25,stir2_14may19_s10.25_alpha1.4
750,1.4,10.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_10.5,stir2_14may19_s10.5_alpha1.4
751,1.4,10.75,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_10.75,stir2_14may19_s10.75_alpha1.4
752,1.4,11.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_11.0,stir2_14may19_s11.0_alpha1.4
753,1.4,11.25,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_11.25,stir2_14may19_s11.25_alpha1.4
754,1.4,11.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_11.5,stir2_14may19_s11.5_alpha1.4
755,1.4,11.75,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_11.75,stir2_14may19_s11.75_alpha1.4
756,1.4,12.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_12.0,stir2_14may19_s12.0_alpha1.4
757,1.4,12.25,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_12.25,stir2_14may19_s12.25_alpha1.4
758,1.4,12.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_12.5,stir2_14may19_s12.5_alpha1.4
759,1.4,12.75,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_12.75,stir2_14may19_s12.75_alpha1.4
