,alpha,mass,folder_path,model_name
376,1.27,11.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_11.0,stir2_14may19_s11.0_alpha1.27
377,1.27,11.25,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_11.25,stir2_14may19_s11.25_alpha1.27
378,1.27,11.75,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_11.75,stir2_14may19_s11.75_alpha1.27
379,1.27,12.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_12.0,stir2_14may19_s12.0_alpha1.27
380,1.27,12.25,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_12.25,stir2_14may19_s12.25_alpha1.27
381,1.27,12.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_12.5,stir2_14may19_s12.5_alpha1.27
382,1.27,12.75,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_12.75,stir2_14may19_s12.75_alpha1.27
383,1.27,13.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_13.0,stir2_14may19_s13.0_alpha1.27
384,1.27,13.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_13.1,stir2_14may19_s13.1_alpha1.27
385,1.27,13.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_13.2,stir2_14may19_s13.2_alpha1.27
386,1.27,13.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_13.3,stir2_14may19_s13.3_alpha1.27
387,1.27,13.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_13.4,stir2_14may19_s13.4_alpha1.27
388,1.27,13.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_13.5,stir2_14may19_s13.5_alpha1.27
389,1.27,13.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_13.6,stir2_14may19_s13.6_alpha1.27
390,1.27,13.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_13.7,stir2_14may19_s13.7_alpha1.27
391,1.27,13.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_13.9,stir2_14may19_s13.9_alpha1.27
392,1.27,15.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_15.2,stir2_14may19_s15.2_alpha1.27
393,1.27,15.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_15.6,stir2_14may19_s15.6_alpha1.27
394,1.27,15.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_15.7,stir2_14may19_s15.7_alpha1.27
395,1.27,15.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_15.8,stir2_14may19_s15.8_alpha1.27
396,1.27,15.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_15.9,stir2_14may19_s15.9_alpha1.27
397,1.27,16.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_16.0,stir2_14may19_s16.0_alpha1.27
398,1.27,16.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_16.1,stir2_14may19_s16.1_alpha1.27
399,1.27,16.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_16.2,stir2_14may19_s16.2_alpha1.27
400,1.27,16.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_16.3,stir2_14may19_s16.3_alpha1.27
401,1.27,16.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_16.4,stir2_14may19_s16.4_alpha1.27
402,1.27,16.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_16.5,stir2_14may19_s16.5_alpha1.27
403,1.27,16.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_16.6,stir2_14may19_s16.6_alpha1.27
404,1.27,16.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_16.7,stir2_14may19_s16.7_alpha1.27
405,1.27,16.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_16.8,stir2_14may19_s16.8_alpha1.27
406,1.27,16.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_16.9,stir2_14may19_s16.9_alpha1.27
407,1.27,17.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_17.0,stir2_14may19_s17.0_alpha1.27
408,1.27,17.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_17.1,stir2_14may19_s17.1_alpha1.27
409,1.27,17.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_17.2,stir2_14may19_s17.2_alpha1.27
410,1.27,17.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_17.3,stir2_14may19_s17.3_alpha1.27
411,1.27,17.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_17.4,stir2_14may19_s17.4_alpha1.27
412,1.27,17.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_17.5,stir2_14may19_s17.5_alpha1.27
413,1.27,17.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_17.6,stir2_14may19_s17.6_alpha1.27
414,1.27,17.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_17.7,stir2_14may19_s17.7_alpha1.27
415,1.27,17.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_17.9,stir2_14may19_s17.9_alpha1.27
416,1.27,18.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_18.0,stir2_14may19_s18.0_alpha1.27
417,1.27,18.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_18.1,stir2_14may19_s18.1_alpha1.27
418,1.27,18.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_18.2,stir2_14may19_s18.2_alpha1.27
419,1.27,18.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_18.3,stir2_14may19_s18.3_alpha1.27
420,1.27,18.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_18.4,stir2_14may19_s18.4_alpha1.27
421,1.27,18.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_18.5,stir2_14may19_s18.5_alpha1.27
422,1.27,18.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_18.6,stir2_14may19_s18.6_alpha1.27
423,1.27,18.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_18.7,stir2_14may19_s18.7_alpha1.27
424,1.27,18.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_18.8,stir2_14may19_s18.8_alpha1.27
425,1.27,18.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_18.9,stir2_14may19_s18.9_alpha1.27
426,1.27,19.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_19.0,stir2_14may19_s19.0_alpha1.27
427,1.27,19.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_19.1,stir2_14may19_s19.1_alpha1.27
428,1.27,19.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_19.2,stir2_14may19_s19.2_alpha1.27
429,1.27,19.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_19.3,stir2_14may19_s19.3_alpha1.27
430,1.27,19.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_19.7,stir2_14may19_s19.7_alpha1.27
431,1.27,19.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_19.8,stir2_14may19_s19.8_alpha1.27
432,1.27,19.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_19.9,stir2_14may19_s19.9_alpha1.27
433,1.27,20.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_20.0,stir2_14may19_s20.0_alpha1.27
434,1.27,20.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_20.1,stir2_14may19_s20.1_alpha1.27
435,1.27,20.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_20.2,stir2_14may19_s20.2_alpha1.27
436,1.27,20.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_20.3,stir2_14may19_s20.3_alpha1.27
437,1.27,20.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_20.4,stir2_14may19_s20.4_alpha1.27
438,1.27,20.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_20.5,stir2_14may19_s20.5_alpha1.27
439,1.27,20.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_20.6,stir2_14may19_s20.6_alpha1.27
440,1.27,20.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_20.7,stir2_14may19_s20.7_alpha1.27
441,1.27,21.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_21.0,stir2_14may19_s21.0_alpha1.27
442,1.27,21.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_21.1,stir2_14may19_s21.1_alpha1.27
443,1.27,21.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_21.2,stir2_14may19_s21.2_alpha1.27
444,1.27,21.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_21.3,stir2_14may19_s21.3_alpha1.27
445,1.27,21.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_21.5,stir2_14may19_s21.5_alpha1.27
446,1.27,21.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_21.6,stir2_14may19_s21.6_alpha1.27
447,1.27,21.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_21.7,stir2_14may19_s21.7_alpha1.27
448,1.27,21.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_21.8,stir2_14may19_s21.8_alpha1.27
449,1.27,21.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_21.9,stir2_14may19_s21.9_alpha1.27
450,1.27,22.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_22.0,stir2_14may19_s22.0_alpha1.27
451,1.27,22.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_22.1,stir2_14may19_s22.1_alpha1.27
452,1.27,22.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_22.2,stir2_14may19_s22.2_alpha1.27
453,1.27,22.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_22.3,stir2_14may19_s22.3_alpha1.27
454,1.27,22.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_22.4,stir2_14may19_s22.4_alpha1.27
455,1.27,22.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_22.5,stir2_14may19_s22.5_alpha1.27
456,1.27,22.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_22.6,stir2_14may19_s22.6_alpha1.27
457,1.27,22.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_22.7,stir2_14may19_s22.7_alpha1.27
458,1.27,22.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_22.8,stir2_14may19_s22.8_alpha1.27
459,1.27,22.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_22.9,stir2_14may19_s22.9_alpha1.27
460,1.27,23.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_23.0,stir2_14may19_s23.0_alpha1.27
461,1.27,23.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_23.1,stir2_14may19_s23.1_alpha1.27
462,1.27,23.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_23.2,stir2_14may19_s23.2_alpha1.27
463,1.27,23.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_23.3,stir2_14may19_s23.3_alpha1.27
464,1.27,23.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_23.4,stir2_14may19_s23.4_alpha1.27
465,1.27,23.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_23.5,stir2_14may19_s23.5_alpha1.27
466,1.27,23.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_23.6,stir2_14may19_s23.6_alpha1.27
467,1.27,23.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_23.7,stir2_14may19_s23.7_alpha1.27
468,1.27,23.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_23.8,stir2_14may19_s23.8_alpha1.27
469,1.27,23.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_23.9,stir2_14may19_s23.9_alpha1.27
470,1.27,24.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_24.0,stir2_14may19_s24.0_alpha1.27
471,1.27,24.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_24.1,stir2_14may19_s24.1_alpha1.27
472,1.27,24.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_24.2,stir2_14may19_s24.2_alpha1.27
473,1.27,24.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_24.3,stir2_14may19_s24.3_alpha1.27
474,1.27,24.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_24.4,stir2_14may19_s24.4_alpha1.27
475,1.27,24.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_24.5,stir2_14may19_s24.5_alpha1.27
476,1.27,24.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_24.6,stir2_14may19_s24.6_alpha1.27
477,1.27,24.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_24.7,stir2_14may19_s24.7_alpha1.27
478,1.27,24.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_24.8,stir2_14may19_s24.8_alpha1.27
479,1.27,24.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_24.9,stir2_14may19_s24.9_alpha1.27
480,1.27,25.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_25.0,stir2_14may19_s25.0_alpha1.27
481,1.27,25.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_25.1,stir2_14may19_s25.1_alpha1.27
482,1.27,25.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_25.2,stir2_14may19_s25.2_alpha1.27
483,1.27,25.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_25.3,stir2_14may19_s25.3_alpha1.27
484,1.27,25.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_25.4,stir2_14may19_s25.4_alpha1.27
485,1.27,25.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_25.5,stir2_14may19_s25.5_alpha1.27
486,1.27,25.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_25.6,stir2_14may19_s25.6_alpha1.27
487,1.27,25.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_25.7,stir2_14may19_s25.7_alpha1.27
488,1.27,25.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_25.8,stir2_14may19_s25.8_alpha1.27
489,1.27,25.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_25.9,stir2_14may19_s25.9_alpha1.27
490,1.27,26.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_26.0,stir2_14may19_s26.0_alpha1.27
491,1.27,26.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_26.1,stir2_14may19_s26.1_alpha1.27
492,1.27,26.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_26.2,stir2_14may19_s26.2_alpha1.27
493,1.27,26.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_26.3,stir2_14may19_s26.3_alpha1.27
494,1.27,26.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_26.4,stir2_14may19_s26.4_alpha1.27
495,1.27,26.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_26.5,stir2_14may19_s26.5_alpha1.27
496,1.27,26.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_26.6,stir2_14may19_s26.6_alpha1.27
497,1.27,26.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_26.7,stir2_14may19_s26.7_alpha1.27
498,1.27,26.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_26.8,stir2_14may19_s26.8_alpha1.27
499,1.27,26.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_26.9,stir2_14may19_s26.9_alpha1.27
500,1.27,27.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_27.0,stir2_14may19_s27.0_alpha1.27
501,1.27,27.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_27.1,stir2_14may19_s27.1_alpha1.27
502,1.27,27.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_27.2,stir2_14may19_s27.2_alpha1.27
503,1.27,27.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_27.3,stir2_14may19_s27.3_alpha1.27
504,1.27,27.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_27.4,stir2_14may19_s27.4_alpha1.27
505,1.27,27.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_27.5,stir2_14may19_s27.5_alpha1.27
506,1.27,27.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_27.6,stir2_14may19_s27.6_alpha1.27
507,1.27,27.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_27.7,stir2_14may19_s27.7_alpha1.27
508,1.27,27.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_27.8,stir2_14may19_s27.8_alpha1.27
509,1.27,27.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_27.9,stir2_14may19_s27.9_alpha1.27
510,1.27,28.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_28.0,stir2_14may19_s28.0_alpha1.27
511,1.27,28.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_28.1,stir2_14may19_s28.1_alpha1.27
512,1.27,28.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_28.2,stir2_14may19_s28.2_alpha1.27
513,1.27,28.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_28.3,stir2_14may19_s28.3_alpha1.27
514,1.27,28.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_28.4,stir2_14may19_s28.4_alpha1.27
515,1.27,28.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_28.5,stir2_14may19_s28.5_alpha1.27
516,1.27,28.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_28.6,stir2_14may19_s28.6_alpha1.27
517,1.27,28.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_28.7,stir2_14may19_s28.7_alpha1.27
518,1.27,28.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_28.8,stir2_14may19_s28.8_alpha1.27
519,1.27,28.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_28.9,stir2_14may19_s28.9_alpha1.27
520,1.27,29.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_29.0,stir2_14may19_s29.0_alpha1.27
521,1.27,29.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_29.1,stir2_14may19_s29.1_alpha1.27
522,1.27,29.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_29.2,stir2_14may19_s29.2_alpha1.27
523,1.27,29.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_29.3,stir2_14may19_s29.3_alpha1.27
524,1.27,29.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_29.4,stir2_14may19_s29.4_alpha1.27
525,1.27,29.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_29.5,stir2_14may19_s29.5_alpha1.27
526,1.27,29.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_29.6,stir2_14may19_s29.6_alpha1.27
527,1.27,29.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_29.7,stir2_14may19_s29.7_alpha1.27
528,1.27,29.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_29.8,stir2_14may19_s29.8_alpha1.27
529,1.27,29.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_29.9,stir2_14may19_s29.9_alpha1.27
530,1.27,30.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_30.0,stir2_14may19_s30.0_alpha1.27
531,1.27,31,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_31,stir2_14may19_s31_alpha1.27
532,1.27,32,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_32,stir2_14may19_s32_alpha1.27
533,1.27,33,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_33,stir2_14may19_s33_alpha1.27
534,1.27,35,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_35,stir2_14may19_s35_alpha1.27
535,1.27,40,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_40,stir2_14may19_s40_alpha1.27
536,1.27,45,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_45,stir2_14may19_s45_alpha1.27
537,1.27,50,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_50,stir2_14may19_s50_alpha1.27
538,1.27,55,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_55,stir2_14may19_s55_alpha1.27
539,1.27,60,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_60,stir2_14may19_s60_alpha1.27
540,1.27,70,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_70,stir2_14may19_s70_alpha1.27
541,1.27,80,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_80,stir2_14may19_s80_alpha1.27
542,1.27,100,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_100,stir2_14may19_s100_alpha1.27
543,1.27,120,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.27/run_120,stir2_14may19_s120_alpha1.27
544,1.3,9.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_9.0,stir2_14may19_s9.0_alpha1.3
545,1.3,9.25,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_9.25,stir2_14may19_s9.25_alpha1.3
546,1.3,9.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_9.5,stir2_14may19_s9.5_alpha1.3
547,1.3,9.75,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_9.75,stir2_14may19_s9.75_alpha1.3
548,1.3,10.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_10.0,stir2_14may19_s10.0_alpha1.3
549,1.3,10.25,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_10.25,stir2_14may19_s10.25_alpha1.3
550,1.3,10.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_10.5,stir2_14may19_s10.5_alpha1.3
551,1.3,10.75,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_10.75,stir2_14may19_s10.75_alpha1.3
552,1.3,11.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_11.0,stir2_14may19_s11.0_alpha1.3
553,1.3,11.25,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_11.25,stir2_14may19_s11.25_alpha1.3
554,1.3,11.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_11.5,stir2_14may19_s11.5_alpha1.3
555,1.3,11.75,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_11.75,stir2_14may19_s11.75_alpha1.3
556,1.3,12.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_12.0,stir2_14may19_s12.0_alpha1.3
557,1.3,12.25,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_12.25,stir2_14may19_s12.25_alpha1.3
558,1.3,12.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_12.5,stir2_14may19_s12.5_alpha1.3
559,1.3,12.75,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_12.75,stir2_14may19_s12.75_alpha1.3
560,1.3,13.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_13.0,stir2_14may19_s13.0_alpha1.3
561,1.3,13.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_13.1,stir2_14may19_s13.1_alpha1.3
562,1.3,13.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_13.2,stir2_14may19_s13.2_alpha1.3
563,1.3,13.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_13.3,stir2_14may19_s13.3_alpha1.3
564,1.3,13.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_13.4,stir2_14may19_s13.4_alpha1.3
565,1.3,13.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_13.5,stir2_14may19_s13.5_alpha1.3
566,1.3,13.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_13.6,stir2_14may19_s13.6_alpha1.3
567,1.3,13.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.3/run_13.7,stir2_14may19_s13.7_alpha1.3
